disp_id,client_id,account_id,type
D00002921,C00002921,A00002418,Owner
D00002922,C00002922,A00002419,Owner
D00002923,C00002923,A00002420,Owner
D00002924,C00002924,A00002421,Owner
D00002925,C00002925,A00002421,User
D00002926,C00002926,A00002422,Owner
D00002927,C00002927,A00002422,User
D00002928,C00002928,A00002423,Owner
D00002929,C00002929,A00002424,Owner
D00002930,C00002930,A00002425,Owner
D00002932,C00002932,A00002427,Owner
D00002933,C00002933,A00002428,Owner
D00002934,C00002934,A00002428,User
D00002935,C00002935,A00002429,Owner
D00002936,C00002936,A00002430,Owner
D00002937,C00002937,A00002431,Owner
D00002938,C00002938,A00002432,Owner
D00002939,C00002939,A00002433,Owner
D00002940,C00002940,A00002434,Owner
D00002941,C00002941,A00002435,Owner
D00002942,C00002942,A00002436,Owner
D00002943,C00002943,A00002437,Owner
D00002944,C00002944,A00002438,Owner
D00002945,C00002945,A00002439,Owner
D00002946,C00002946,A00002439,User
D00002947,C00002947,A00002440,Owner
D00002948,C00002948,A00002441,Owner
D00002949,C00002949,A00002442,Owner
D00002950,C00002950,A00002443,Owner
D00002951,C00002951,A00002444,Owner
D00002952,C00002952,A00002445,Owner
D00002953,C00002953,A00002446,Owner
D00002954,C00002954,A00002447,Owner
D00002955,C00002955,A00002447,User
D00002956,C00002956,A00002448,Owner
D00002957,C00002957,A00002449,Owner
D00002958,C00002958,A00002450,Owner
D00002959,C00002959,A00002451,Owner
D00002960,C00002960,A00002452,Owner
D00002961,C00002961,A00002452,User
D00002962,C00002962,A00002453,Owner
D00002963,C00002963,A00002453,User
D00002964,C00002964,A00002454,Owner
D00002965,C00002965,A00002455,Owner
D00002966,C00002966,A00002456,Owner
D00002967,C00002967,A00002457,Owner
D00002968,C00002968,A00002458,Owner
D00002969,C00002969,A00002459,Owner
D00002970,C00002970,A00002459,User
D00002971,C00002971,A00002460,Owner
D00002972,C00002972,A00002461,Owner
D00002974,C00002974,A00002463,Owner
D00002975,C00002975,A00002464,Owner
D00002976,C00002976,A00002465,Owner
D00002977,C00002977,A00002466,Owner
D00002978,C00002978,A00002467,Owner
D00002979,C00002979,A00002468,Owner
D00002980,C00002980,A00002469,Owner
D00002981,C00002981,A00002470,Owner
D00002982,C00002982,A00002471,Owner
D00002983,C00002983,A00002471,User
D00002984,C00002984,A00002472,Owner
D00002985,C00002985,A00002472,User
D00002986,C00002986,A00002473,Owner
D00002987,C00002987,A00002473,User
D00002988,C00002988,A00002474,Owner
D00002989,C00002989,A00002475,Owner
D00002990,C00002990,A00002476,Owner
D00002991,C00002991,A00002476,User
D00002992,C00002992,A00002477,Owner
D00002994,C00002994,A00002479,Owner
D00002995,C00002995,A00002480,Owner
D00002996,C00002996,A00002481,Owner
D00002997,C00002997,A00002482,Owner
D00002998,C00002998,A00002483,Owner
D00002999,C00002999,A00002484,Owner
D00003000,C00003000,A00002485,Owner
D00003001,C00003001,A00002486,Owner
D00003002,C00003002,A00002487,Owner
D00003003,C00003003,A00002488,Owner
D00003004,C00003004,A00002488,User
D00003005,C00003005,A00002489,Owner
D00003006,C00003006,A00002490,Owner
D00003007,C00003007,A00002491,Owner
D00003008,C00003008,A00002492,Owner
D00003009,C00003009,A00002493,Owner
D00003010,C00003010,A00002493,User
D00003011,C00003011,A00002494,Owner
D00003012,C00003012,A00002495,Owner
D00003013,C00003013,A00002496,Owner
D00003014,C00003014,A00002496,User
D00003015,C00003015,A00002497,Owner
D00003016,C00003016,A00002498,Owner
D00003017,C00003017,A00002499,Owner
D00003018,C00003018,A00002500,Owner
D00003019,C00003019,A00002501,Owner
D00003020,C00003020,A00002502,Owner
D00003021,C00003021,A00002503,Owner
D00003022,C00003022,A00002503,User
D00003023,C00003023,A00002504,Owner
D00003024,C00003024,A00002505,Owner
D00003025,C00003025,A00002505,User
D00003026,C00003026,A00002506,Owner
D00003027,C00003027,A00002507,Owner
D00003028,C00003028,A00002508,Owner
D00003029,C00003029,A00002509,Owner
D00003030,C00003030,A00002510,Owner
D00003031,C00003031,A00002511,Owner
D00003032,C00003032,A00002511,User
D00003035,C00003035,A00002513,Owner
D00003036,C00003036,A00002514,Owner
D00003037,C00003037,A00002515,Owner
D00003038,C00003038,A00002516,Owner
D00003039,C00003039,A00002517,Owner
D00003041,C00003041,A00002519,Owner
D00003042,C00003042,A00002520,Owner
D00003043,C00003043,A00002521,Owner
D00003044,C00003044,A00002522,Owner
D00003045,C00003045,A00002523,Owner
D00003046,C00003046,A00002524,Owner
D00003047,C00003047,A00002525,Owner
D00003048,C00003048,A00002526,Owner
D00003049,C00003049,A00002527,Owner
D00003050,C00003050,A00002527,User
D00003051,C00003051,A00002528,Owner
D00003054,C00003054,A00002530,Owner
D00003055,C00003055,A00002531,Owner
D00003056,C00003056,A00002532,Owner
D00003057,C00003057,A00002532,User
D00003058,C00003058,A00002533,Owner
D00003059,C00003059,A00002534,Owner
D00003060,C00003060,A00002535,Owner
D00003061,C00003061,A00002535,User
D00003062,C00003062,A00002536,Owner
D00003063,C00003063,A00002537,Owner
D00003064,C00003064,A00002538,Owner
D00003065,C00003065,A00002539,Owner
D00003066,C00003066,A00002540,Owner
D00003067,C00003067,A00002541,Owner
D00003068,C00003068,A00002541,User
D00003069,C00003069,A00002542,Owner
D00003070,C00003070,A00002543,Owner
D00003071,C00003071,A00002544,Owner
D00003072,C00003072,A00002545,Owner
D00003073,C00003073,A00002545,User
D00003074,C00003074,A00002546,Owner
D00003075,C00003075,A00002547,Owner
D00003076,C00003076,A00002548,Owner
D00003077,C00003077,A00002549,Owner
D00003078,C00003078,A00002549,User
D00003079,C00003079,A00002550,Owner
D00003080,C00003080,A00002551,Owner
D00003081,C00003081,A00002551,User
D00003082,C00003082,A00002552,Owner
D00003083,C00003083,A00002553,Owner
D00003084,C00003084,A00002554,Owner
D00003085,C00003085,A00002555,Owner
D00003086,C00003086,A00002555,User
D00003087,C00003087,A00002556,Owner
D00003088,C00003088,A00002557,Owner
D00003089,C00003089,A00002558,Owner
D00003090,C00003090,A00002559,Owner
D00003091,C00003091,A00002560,Owner
D00003092,C00003092,A00002561,Owner
D00003093,C00003093,A00002562,Owner
D00003094,C00003094,A00002563,Owner
D00003095,C00003095,A00002564,Owner
D00003096,C00003096,A00002565,Owner
D00003097,C00003097,A00002566,Owner
D00003098,C00003098,A00002567,Owner
D00003099,C00003099,A00002568,Owner
D00003100,C00003100,A00002569,Owner
D00003101,C00003101,A00002570,Owner
D00003102,C00003102,A00002571,Owner
D00003103,C00003103,A00002572,Owner
D00003104,C00003104,A00002573,Owner
D00003105,C00003105,A00002574,Owner
D00003106,C00003106,A00002575,Owner
D00003107,C00003107,A00002576,Owner
D00003108,C00003108,A00002576,User
D00003109,C00003109,A00002577,Owner
D00003110,C00003110,A00002578,Owner
D00003111,C00003111,A00002578,User
D00003112,C00003112,A00002579,Owner
D00003113,C00003113,A00002580,Owner
D00003114,C00003114,A00002580,User
D00003115,C00003115,A00002581,Owner
D00003116,C00003116,A00002582,Owner
D00003117,C00003117,A00002583,Owner
D00003118,C00003118,A00002583,User
D00003119,C00003119,A00002584,Owner
D00003120,C00003120,A00002585,Owner
D00003121,C00003121,A00002586,Owner
D00003122,C00003122,A00002586,User
D00003123,C00003123,A00002587,Owner
D00003124,C00003124,A00002588,Owner
D00003125,C00003125,A00002589,Owner
D00003126,C00003126,A00002590,Owner
D00003127,C00003127,A00002591,Owner
D00003128,C00003128,A00002592,Owner
D00003129,C00003129,A00002593,Owner
D00003130,C00003130,A00002594,Owner
D00003131,C00003131,A00002595,Owner
D00003132,C00003132,A00002596,Owner
D00003133,C00003133,A00002597,Owner
D00003134,C00003134,A00002598,Owner
D00003135,C00003135,A00002599,Owner
D00003136,C00003136,A00002600,Owner
D00003137,C00003137,A00002601,Owner
D00003138,C00003138,A00002601,User
D00003139,C00003139,A00002602,Owner
D00003140,C00003140,A00002602,User
D00003141,C00003141,A00002603,Owner
D00003142,C00003142,A00002604,Owner
D00003143,C00003143,A00002605,Owner
D00003144,C00003144,A00002606,Owner
D00003145,C00003145,A00002606,User
D00003146,C00003146,A00002607,Owner
D00003147,C00003147,A00002608,Owner
D00003148,C00003148,A00002609,Owner
D00003149,C00003149,A00002609,User
D00003150,C00003150,A00002610,Owner
D00003151,C00003151,A00002611,Owner
D00003152,C00003152,A00002612,Owner
D00003153,C00003153,A00002613,Owner
D00003154,C00003154,A00002613,User
D00003155,C00003155,A00002614,Owner
D00003156,C00003156,A00002615,Owner
D00003157,C00003157,A00002616,Owner
D00003158,C00003158,A00002617,Owner
D00003159,C00003159,A00002618,Owner
D00003160,C00003160,A00002619,Owner
D00003161,C00003161,A00002620,Owner
D00003162,C00003162,A00002621,Owner
D00003163,C00003163,A00002622,Owner
D00003164,C00003164,A00002622,User
D00003165,C00003165,A00002623,Owner
D00003166,C00003166,A00002624,Owner
D00003167,C00003167,A00002625,Owner
D00003170,C00003170,A00002627,Owner
D00003171,C00003171,A00002627,User
D00003172,C00003172,A00002628,Owner
D00003173,C00003173,A00002629,Owner
D00003174,C00003174,A00002629,User
D00003175,C00003175,A00002630,Owner
D00003176,C00003176,A00002631,Owner
D00003177,C00003177,A00002632,Owner
D00003178,C00003178,A00002633,Owner
D00003179,C00003179,A00002634,Owner
D00003180,C00003180,A00002634,User
D00003181,C00003181,A00002635,Owner
D00003182,C00003182,A00002636,Owner
D00003183,C00003183,A00002637,Owner
D00003184,C00003184,A00002638,Owner
D00003185,C00003185,A00002639,Owner
D00003186,C00003186,A00002640,Owner
D00003187,C00003187,A00002641,Owner
D00003188,C00003188,A00002642,Owner
D00003190,C00003190,A00002644,Owner
D00003191,C00003191,A00002645,Owner
D00003192,C00003192,A00002646,Owner
D00003193,C00003193,A00002647,Owner
D00003194,C00003194,A00002648,Owner
D00003195,C00003195,A00002649,Owner
D00003196,C00003196,A00002650,Owner
D00003197,C00003197,A00002651,Owner
D00003198,C00003198,A00002651,User
D00003199,C00003199,A00002652,Owner
D00003200,C00003200,A00002652,User
D00003201,C00003201,A00002653,Owner
D00003202,C00003202,A00002654,Owner
D00003203,C00003203,A00002655,Owner
D00003204,C00003204,A00002655,User
D00003205,C00003205,A00002656,Owner
D00003206,C00003206,A00002656,User
D00003207,C00003207,A00002657,Owner
D00003208,C00003208,A00002658,Owner
D00003209,C00003209,A00002658,User
D00003210,C00003210,A00002659,Owner
D00003211,C00003211,A00002660,Owner
D00003213,C00003213,A00002661,Owner
D00003214,C00003214,A00002662,Owner
D00003215,C00003215,A00002663,Owner
D00003216,C00003216,A00002664,Owner
D00003217,C00003217,A00002665,Owner
D00003218,C00003218,A00002666,Owner
D00003219,C00003219,A00002666,User
D00003220,C00003220,A00002667,Owner
D00003221,C00003221,A00002667,User
D00003222,C00003222,A00002668,Owner
D00003225,C00003225,A00002670,Owner
D00003226,C00003226,A00002671,Owner
D00003227,C00003227,A00002672,Owner
D00003228,C00003228,A00002673,Owner
D00003229,C00003229,A00002674,Owner
D00003230,C00003230,A00002675,Owner
D00003231,C00003231,A00002676,Owner
D00003232,C00003232,A00002677,Owner
D00003233,C00003233,A00002678,Owner
D00003234,C00003234,A00002679,Owner
D00003235,C00003235,A00002680,Owner
D00003236,C00003236,A00002681,Owner
D00003239,C00003239,A00002684,Owner
D00003240,C00003240,A00002685,Owner
D00003241,C00003241,A00002686,Owner
D00003242,C00003242,A00002686,User
D00003243,C00003243,A00002687,Owner
D00003244,C00003244,A00002688,Owner
D00003245,C00003245,A00002689,Owner
D00003246,C00003246,A00002690,Owner
D00003247,C00003247,A00002691,Owner
D00003248,C00003248,A00002692,Owner
D00003249,C00003249,A00002693,Owner
D00003250,C00003250,A00002693,User
D00003251,C00003251,A00002694,Owner
D00003252,C00003252,A00002694,User
D00003253,C00003253,A00002695,Owner
D00003254,C00003254,A00002696,Owner
D00003255,C00003255,A00002697,Owner
D00003256,C00003256,A00002698,Owner
D00003257,C00003257,A00002699,Owner
D00003258,C00003258,A00002700,Owner
D00003259,C00003259,A00002701,Owner
D00003260,C00003260,A00002702,Owner
D00003261,C00003261,A00002702,User
D00003262,C00003262,A00002703,Owner
D00003264,C00003264,A00002705,Owner
D00003265,C00003265,A00002706,Owner
D00003266,C00003266,A00002706,User
D00003267,C00003267,A00002707,Owner
D00003268,C00003268,A00002708,Owner
D00003269,C00003269,A00002709,Owner
D00003270,C00003270,A00002710,Owner
D00003271,C00003271,A00002711,Owner
D00003272,C00003272,A00002712,Owner
D00003273,C00003273,A00002712,User
D00003274,C00003274,A00002713,Owner
D00003275,C00003275,A00002713,User
D00003276,C00003276,A00002714,Owner
D00003277,C00003277,A00002715,Owner
D00003278,C00003278,A00002715,User
D00003279,C00003279,A00002716,Owner
D00003280,C00003280,A00002716,User
D00003281,C00003281,A00002717,Owner
D00003282,C00003282,A00002718,Owner
D00003283,C00003283,A00002719,Owner
D00003284,C00003284,A00002720,Owner
D00003285,C00003285,A00002720,User
D00003286,C00003286,A00002721,Owner
D00003287,C00003287,A00002721,User
D00003288,C00003288,A00002722,Owner
D00003289,C00003289,A00002723,Owner
D00003290,C00003290,A00002724,Owner
D00003291,C00003291,A00002725,Owner
D00003292,C00003292,A00002726,Owner
D00003293,C00003293,A00002727,Owner
D00003294,C00003294,A00002728,Owner
D00003295,C00003295,A00002729,Owner
D00003296,C00003296,A00002730,Owner
D00003297,C00003297,A00002731,Owner
D00003298,C00003298,A00002732,Owner
D00003299,C00003299,A00002733,Owner
D00003300,C00003300,A00002734,Owner
D00003302,C00003302,A00002736,Owner
D00003303,C00003303,A00002736,User
D00003304,C00003304,A00002737,Owner
D00003305,C00003305,A00002738,Owner
D00003306,C00003306,A00002739,Owner
D00003307,C00003307,A00002740,Owner
D00003308,C00003308,A00002741,Owner
D00003309,C00003309,A00002741,User
D00003310,C00003310,A00002742,Owner
D00003311,C00003311,A00002743,Owner
D00003312,C00003312,A00002744,Owner
D00003313,C00003313,A00002745,Owner
D00003314,C00003314,A00002746,Owner
D00003315,C00003315,A00002746,User
D00003316,C00003316,A00002747,Owner
D00003317,C00003317,A00002747,User
D00003319,C00003319,A00002749,Owner
D00003320,C00003320,A00002749,User
D00003321,C00003321,A00002750,Owner
D00003322,C00003322,A00002751,Owner
D00003323,C00003323,A00002752,Owner
D00003324,C00003324,A00002753,Owner
D00003325,C00003325,A00002753,User
D00003326,C00003326,A00002754,Owner
D00003327,C00003327,A00002755,Owner
D00003328,C00003328,A00002756,Owner
D00003329,C00003329,A00002757,Owner
D00003330,C00003330,A00002757,User
D00003331,C00003331,A00002758,Owner
D00003332,C00003332,A00002759,Owner
D00003333,C00003333,A00002760,Owner
D00003334,C00003334,A00002761,Owner
D00003335,C00003335,A00002762,Owner
D00003336,C00003336,A00002763,Owner
D00003337,C00003337,A00002764,Owner
D00003338,C00003338,A00002765,Owner
D00003339,C00003339,A00002766,Owner
D00003340,C00003340,A00002767,Owner
D00003341,C00003341,A00002767,User
D00003342,C00003342,A00002768,Owner
D00003344,C00003344,A00002770,Owner
D00003345,C00003345,A00002771,Owner
D00003346,C00003346,A00002771,User
D00003347,C00003347,A00002772,Owner
D00003348,C00003348,A00002773,Owner
D00003349,C00003349,A00002774,Owner
D00003350,C00003350,A00002775,Owner
D00003351,C00003351,A00002775,User
D00003352,C00003352,A00002776,Owner
D00003353,C00003353,A00002776,User
D00003354,C00003354,A00002777,Owner
D00003355,C00003355,A00002778,Owner
D00003356,C00003356,A00002779,Owner
D00003357,C00003357,A00002780,Owner
D00003358,C00003358,A00002781,Owner
D00003359,C00003359,A00002782,Owner
D00003360,C00003360,A00002783,Owner
D00003361,C00003361,A00002784,Owner
D00003365,C00003365,A00002787,Owner
D00003366,C00003366,A00002788,Owner
D00003367,C00003367,A00002788,User
D00003368,C00003368,A00002789,Owner
D00003369,C00003369,A00002790,Owner
D00003370,C00003370,A00002791,Owner
D00003371,C00003371,A00002791,User
D00003372,C00003372,A00002792,Owner
D00003373,C00003373,A00002793,Owner
D00003374,C00003374,A00002793,User
D00003375,C00003375,A00002794,Owner
D00003376,C00003376,A00002795,Owner
D00003377,C00003377,A00002795,User
D00003378,C00003378,A00002796,Owner
D00003379,C00003379,A00002796,User
D00003380,C00003380,A00002797,Owner
D00003381,C00003381,A00002798,Owner
D00003382,C00003382,A00002799,Owner
D00003383,C00003383,A00002799,User
D00003384,C00003384,A00002800,Owner
D00003385,C00003385,A00002801,Owner
D00003386,C00003386,A00002802,Owner
D00003387,C00003387,A00002803,Owner
D00003388,C00003388,A00002804,Owner
D00003389,C00003389,A00002805,Owner
D00003390,C00003390,A00002806,Owner
D00003391,C00003391,A00002807,Owner
D00003392,C00003392,A00002808,Owner
D00003393,C00003393,A00002809,Owner
D00003394,C00003394,A00002810,Owner
D00003395,C00003395,A00002811,Owner
D00003396,C00003396,A00002812,Owner
D00003397,C00003397,A00002813,Owner
D00003398,C00003398,A00002813,User
D00003399,C00003399,A00002814,Owner
D00003402,C00003402,A00002816,Owner
D00003403,C00003403,A00002816,User
D00003404,C00003404,A00002817,Owner
D00003405,C00003405,A00002818,Owner
D00003406,C00003406,A00002818,User
D00003407,C00003407,A00002819,Owner
D00003408,C00003408,A00002819,User
D00003409,C00003409,A00002820,Owner
D00003410,C00003410,A00002821,Owner
D00003412,C00003412,A00002823,Owner
D00003413,C00003413,A00002823,User
D00003414,C00003414,A00002824,Owner
D00003415,C00003415,A00002825,Owner
D00003416,C00003416,A00002826,Owner
D00003417,C00003417,A00002826,User
D00003418,C00003418,A00002827,Owner
D00003420,C00003420,A00002829,Owner
D00003421,C00003421,A00002830,Owner
D00003422,C00003422,A00002831,Owner
D00003423,C00003423,A00002832,Owner
D00003424,C00003424,A00002833,Owner
D00003425,C00003425,A00002834,Owner
D00003426,C00003426,A00002835,Owner
D00003427,C00003427,A00002836,Owner
D00003428,C00003428,A00002836,User
D00003429,C00003429,A00002837,Owner
D00003430,C00003430,A00002838,Owner
D00003431,C00003431,A00002839,Owner
D00003432,C00003432,A00002840,Owner
D00003433,C00003433,A00002841,Owner
D00003434,C00003434,A00002841,User
D00003435,C00003435,A00002842,Owner
D00003436,C00003436,A00002843,Owner
D00003437,C00003437,A00002843,User
D00003438,C00003438,A00002844,Owner
D00003439,C00003439,A00002845,Owner
D00003440,C00003440,A00002846,Owner
D00003441,C00003441,A00002847,Owner
D00003443,C00003443,A00002849,Owner
D00003444,C00003444,A00002850,Owner
D00003445,C00003445,A00002851,Owner
D00003446,C00003446,A00002852,Owner
D00003447,C00003447,A00002853,Owner
D00003448,C00003448,A00002854,Owner
D00003449,C00003449,A00002855,Owner
D00003450,C00003450,A00002856,Owner
D00003451,C00003451,A00002857,Owner
D00003452,C00003452,A00002857,User
D00003453,C00003453,A00002858,Owner
D00003454,C00003454,A00002859,Owner
D00003455,C00003455,A00002859,User
D00003456,C00003456,A00002860,Owner
D00003457,C00003457,A00002861,Owner
D00003458,C00003458,A00002862,Owner
D00003459,C00003459,A00002863,Owner
D00003460,C00003460,A00002863,User
D00003461,C00003461,A00002864,Owner
D00003462,C00003462,A00002864,User
D00003463,C00003463,A00002865,Owner
D00003464,C00003464,A00002866,Owner
D00003465,C00003465,A00002867,Owner
D00003466,C00003466,A00002868,Owner
D00003467,C00003467,A00002868,User
D00003468,C00003468,A00002869,Owner
D00003469,C00003469,A00002870,Owner
D00003470,C00003470,A00002871,Owner
D00003471,C00003471,A00002872,Owner
D00003472,C00003472,A00002873,Owner
D00003473,C00003473,A00002873,User
D00003474,C00003474,A00002874,Owner
D00003475,C00003475,A00002875,Owner
D00003476,C00003476,A00002876,Owner
D00003477,C00003477,A00002877,Owner
D00003478,C00003478,A00002878,Owner
D00003479,C00003479,A00002878,User
D00003480,C00003480,A00002879,Owner
D00003481,C00003481,A00002879,User
D00003482,C00003482,A00002880,Owner
D00003483,C00003483,A00002881,Owner
D00003484,C00003484,A00002882,Owner
D00003485,C00003485,A00002883,Owner
D00003486,C00003486,A00002884,Owner
D00003487,C00003487,A00002885,Owner
D00003488,C00003488,A00002886,Owner
D00003489,C00003489,A00002887,Owner
D00003490,C00003490,A00002888,Owner
D00003491,C00003491,A00002888,User
D00003492,C00003492,A00002889,Owner
D00003493,C00003493,A00002890,Owner
D00003494,C00003494,A00002891,Owner
D00003495,C00003495,A00002892,Owner
D00003496,C00003496,A00002892,User
D00003497,C00003497,A00002893,Owner
D00003498,C00003498,A00002894,Owner
D00003499,C00003499,A00002895,Owner
D00003500,C00003500,A00002896,Owner
D00003501,C00003501,A00002897,Owner
D00003502,C00003502,A00002898,Owner
D00003503,C00003503,A00002898,User
D00003504,C00003504,A00002899,Owner
D00003505,C00003505,A00002900,Owner
D00003506,C00003506,A00002901,Owner
D00003507,C00003507,A00002902,Owner
D00003508,C00003508,A00002903,Owner
D00003509,C00003509,A00002903,User
D00003510,C00003510,A00002904,Owner
D00003511,C00003511,A00002905,Owner
D00003512,C00003512,A00002906,Owner
D00003513,C00003513,A00002907,Owner
D00003514,C00003514,A00002907,User
D00003515,C00003515,A00002908,Owner
D00003516,C00003516,A00002909,Owner
D00003517,C00003517,A00002910,Owner
D00003518,C00003518,A00002911,Owner
D00003519,C00003519,A00002912,Owner
D00003520,C00003520,A00002913,Owner
D00003521,C00003521,A00002914,Owner
D00003522,C00003522,A00002915,Owner
D00003523,C00003523,A00002916,Owner
D00003524,C00003524,A00002917,Owner
D00003525,C00003525,A00002918,Owner
D00003526,C00003526,A00002918,User
D00003527,C00003527,A00002919,Owner
D00003528,C00003528,A00002920,Owner
D00003529,C00003529,A00002921,Owner
D00003530,C00003530,A00002922,Owner
D00003531,C00003531,A00002923,Owner
D00003532,C00003532,A00002924,Owner
D00003533,C00003533,A00002925,Owner
D00003534,C00003534,A00002926,Owner
D00003535,C00003535,A00002927,Owner
D00003536,C00003536,A00002928,Owner
D00003537,C00003537,A00002929,Owner
D00003538,C00003538,A00002930,Owner
D00003539,C00003539,A00002931,Owner
D00003540,C00003540,A00002932,Owner
D00003541,C00003541,A00002932,User
D00003542,C00003542,A00002933,Owner
D00003543,C00003543,A00002933,User
D00003544,C00003544,A00002934,Owner
D00003545,C00003545,A00002935,Owner
D00003546,C00003546,A00002936,Owner
D00003547,C00003547,A00002937,Owner
D00003548,C00003548,A00002938,Owner
D00003549,C00003549,A00002939,Owner
D00003550,C00003550,A00002940,Owner
D00003552,C00003552,A00002942,Owner
D00003554,C00003554,A00002944,Owner
D00003555,C00003555,A00002944,User
D00003556,C00003556,A00002945,Owner
D00003557,C00003557,A00002945,User
D00003558,C00003558,A00002946,Owner
D00003559,C00003559,A00002947,Owner
D00003560,C00003560,A00002947,User
D00003562,C00003562,A00002949,Owner
D00003563,C00003563,A00002949,User
D00003564,C00003564,A00002950,Owner
D00003565,C00003565,A00002951,Owner
D00003566,C00003566,A00002952,Owner
D00003567,C00003567,A00002953,Owner
D00003568,C00003568,A00002954,Owner
D00003569,C00003569,A00002955,Owner
D00003570,C00003570,A00002956,Owner
D00003571,C00003571,A00002957,Owner
D00003572,C00003572,A00002958,Owner
D00003573,C00003573,A00002959,Owner
D00003574,C00003574,A00002960,Owner
D00003575,C00003575,A00002961,Owner
D00003576,C00003576,A00002962,Owner
D00003577,C00003577,A00002963,Owner
D00003578,C00003578,A00002964,Owner
D00003579,C00003579,A00002964,User
D00003580,C00003580,A00002965,Owner
D00003581,C00003581,A00002966,Owner
D00003582,C00003582,A00002967,Owner
D00003583,C00003583,A00002968,Owner
D00003584,C00003584,A00002968,User
D00003585,C00003585,A00002969,Owner
D00003586,C00003586,A00002970,Owner
D00003587,C00003587,A00002970,User
D00003588,C00003588,A00002971,Owner
D00003589,C00003589,A00002972,Owner
D00003590,C00003590,A00002973,Owner
D00003591,C00003591,A00002974,Owner
D00003592,C00003592,A00002974,User
D00003594,C00003594,A00002976,Owner
D00003595,C00003595,A00002977,Owner
D00003596,C00003596,A00002978,Owner
D00003597,C00003597,A00002979,Owner
D00003598,C00003598,A00002980,Owner
D00003599,C00003599,A00002980,User
D00003600,C00003600,A00002981,Owner
D00003601,C00003601,A00002982,Owner
D00003602,C00003602,A00002982,User
D00003603,C00003603,A00002983,Owner
D00003605,C00003605,A00002985,Owner
D00003606,C00003606,A00002986,Owner
D00003607,C00003607,A00002987,Owner
D00003608,C00003608,A00002988,Owner
D00003609,C00003609,A00002988,User
D00003610,C00003610,A00002989,Owner
D00003611,C00003611,A00002990,Owner
D00003612,C00003612,A00002991,Owner
D00003613,C00003613,A00002991,User
D00003614,C00003614,A00002992,Owner
D00003615,C00003615,A00002993,Owner
D00003616,C00003616,A00002994,Owner
D00003617,C00003617,A00002995,Owner
D00003618,C00003618,A00002996,Owner
D00003619,C00003619,A00002997,Owner
D00003620,C00003620,A00002998,Owner
D00003621,C00003621,A00002999,Owner
D00003622,C00003622,A00002999,User
D00003623,C00003623,A00003000,Owner
D00003624,C00003624,A00003001,Owner
D00003627,C00003627,A00003003,Owner
D00003628,C00003628,A00003004,Owner
D00003629,C00003629,A00003005,Owner
D00003630,C00003630,A00003006,Owner
D00003631,C00003631,A00003006,User
D00003632,C00003632,A00003007,Owner
D00003633,C00003633,A00003008,Owner
D00003634,C00003634,A00003009,Owner
D00003635,C00003635,A00003009,User
D00003636,C00003636,A00003010,Owner
D00003637,C00003637,A00003011,Owner
D00003638,C00003638,A00003012,Owner
D00003639,C00003639,A00003013,Owner
D00003640,C00003640,A00003014,Owner
D00003641,C00003641,A00003014,User
D00003642,C00003642,A00003015,Owner
D00003643,C00003643,A00003016,Owner
D00003644,C00003644,A00003017,Owner
D00003645,C00003645,A00003018,Owner
D00003646,C00003646,A00003019,Owner
D00003647,C00003647,A00003019,User
D00003648,C00003648,A00003020,Owner
D00003649,C00003649,A00003021,Owner
D00003650,C00003650,A00003022,Owner
D00003651,C00003651,A00003023,Owner
D00003652,C00003652,A00003024,Owner
D00003653,C00003653,A00003024,User
D00003654,C00003654,A00003025,Owner
D00003655,C00003655,A00003026,Owner
D00003656,C00003656,A00003027,Owner
D00003657,C00003657,A00003027,User
D00003658,C00003658,A00003028,Owner
D00003659,C00003659,A00003029,Owner
D00003660,C00003660,A00003030,Owner
D00003661,C00003661,A00003031,Owner
D00003662,C00003662,A00003032,Owner
D00003663,C00003663,A00003033,Owner
D00003664,C00003664,A00003033,User
D00003667,C00003667,A00003035,Owner
D00003668,C00003668,A00003035,User
D00003669,C00003669,A00003036,Owner
D00003670,C00003670,A00003037,Owner
D00003671,C00003671,A00003038,Owner
D00003672,C00003672,A00003038,User
D00003673,C00003673,A00003039,Owner
D00003674,C00003674,A00003040,Owner
D00003675,C00003675,A00003041,Owner
D00003676,C00003676,A00003042,Owner
D00003677,C00003677,A00003042,User
D00003678,C00003678,A00003043,Owner
D00003679,C00003679,A00003044,Owner
D00003680,C00003680,A00003044,User
D00003681,C00003681,A00003045,Owner
D00003682,C00003682,A00003045,User
D00003683,C00003683,A00003046,Owner
D00003684,C00003684,A00003047,Owner
D00003685,C00003685,A00003048,Owner
D00003686,C00003686,A00003049,Owner
D00003687,C00003687,A00003050,Owner
D00003688,C00003688,A00003050,User
D00003689,C00003689,A00003051,Owner
D00003690,C00003690,A00003052,Owner
D00003691,C00003691,A00003053,Owner
D00003693,C00003693,A00003055,Owner
D00003694,C00003694,A00003055,User
D00003695,C00003695,A00003056,Owner
D00003696,C00003696,A00003056,User
D00003697,C00003697,A00003057,Owner
D00003698,C00003698,A00003058,Owner
D00003699,C00003699,A00003059,Owner
D00003700,C00003700,A00003059,User
D00003701,C00003701,A00003060,Owner
D00003702,C00003702,A00003061,Owner
D00003703,C00003703,A00003062,Owner
D00003704,C00003704,A00003063,Owner
D00003705,C00003705,A00003064,Owner
D00003707,C00003707,A00003066,Owner
D00003708,C00003708,A00003067,Owner
